congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,S000248,Serrano,NY,15,D,96,0.13541666666666666,0.13178553,-88.9
116,house,S000248,Serrano,NY,15,D,13,0,1e-8,-88.9
0,house,S000250,Sessions,TX,32,Republican,94,0.9787234042553191,0.65303497,-1.9
115,house,S000250,Sessions,TX,32,R,94,0.9787234042553191,0.65303497,-1.9
0,house,S000344,Sherman,CA,30,Democrat,107,0.17757009345794392,0.17275004,-43.4
115,house,S000344,Sherman,CA,30,D,94,0.20212765957446807,0.19663296,-43.4
116,house,S000344,Sherman,CA,30,D,13,0,5.816e-5,-43.4
0,house,S000364,Shimkus,IL,15,Republican,107,0.9813084112149533,0.9509989,46.2
115,house,S000364,Shimkus,IL,15,R,94,0.9893617021276596,0.94952091,46.2
116,house,S000364,Shimkus,IL,15,R,13,0.9230769230769231,0.96168593,46.2
0,house,S000480,Slaughter,NY,25,Democrat,60,0.16666666666666666,0.31549983,-16.4
115,house,S000480,Slaughter,NY,25,D,60,0.16666666666666666,0.31549983,-16.4
0,house,S000510,Smith,WA,9,Democrat,103,0.1262135922330097,0.16418823,-47.2
115,house,S000510,Smith,WA,9,D,90,0.14444444444444443,0.18790024,-47.2
116,house,S000510,Smith,WA,9,D,13,0,2.814e-5,-47.2
0,house,S000522,Smith,NJ,4,Republican,108,0.7314814814814815,0.88029167,14.8
115,house,S000522,Smith,NJ,4,R,95,0.8,0.89691562,14.8
116,house,S000522,Smith,NJ,4,R,13,0.23076923076923078,0.75880896,14.8
0,house,S000583,Smith,TX,21,Republican,94,0.9680851063829787,0.85564771,10
115,house,S000583,Smith,TX,21,R,94,0.9680851063829787,0.85564771,10
0,house,S001145,Schakowsky,IL,9,Democrat,109,0.10091743119266056,0.16635082,-45.2
115,house,S001145,Schakowsky,IL,9,D,96,0.11458333333333333,0.18887192,-45.2
116,house,S001145,Schakowsky,IL,9,D,13,0,4.115e-5,-45.2
0,house,S001148,Simpson,ID,2,Republican,104,0.9711538461538461,0.93364589,24.7
115,house,S001148,Simpson,ID,2,R,91,0.989010989010989,0.93692801,24.7
116,house,S001148,Simpson,ID,2,R,13,0.8461538461538461,0.91067101,24.7
0,house,S001150,Schiff,CA,28,Democrat,109,0.2018348623853211,0.15745962,-49.8
115,house,S001150,Schiff,CA,28,D,96,0.22916666666666666,0.17877994,-49.8
116,house,S001150,Schiff,CA,28,D,13,0,1.729e-5,-49.8
0,house,S001154,Shuster,PA,9,Republican,94,0.9893617021276596,0.94975351,42.5
115,house,S001154,Shuster,PA,9,R,94,0.9893617021276596,0.94975351,42.5
0,house,S001156,Sánchez,CA,38,Democrat,104,0.14423076923076922,0.17728771,-39.6
115,house,S001156,Sánchez,CA,38,D,93,0.16129032258064516,0.19824125,-39.6
116,house,S001156,Sánchez,CA,38,D,11,0,1.3511e-4,-39.6
0,house,S001157,Scott,GA,13,Democrat,101,0.24752475247524752,0.16688709,-44.4
115,house,S001157,Scott,GA,13,D,89,0.2808988764044944,0.18938171,-44.4
116,house,S001157,Scott,GA,13,D,12,0,5.197e-5,-44.4
0,house,S001165,Sires,NJ,8,Democrat,105,0.20952380952380953,0.15588398,-54.2
115,house,S001165,Sires,NJ,8,D,92,0.2391304347826087,0.17790997,-54.2
116,house,S001165,Sires,NJ,8,D,13,0,7.71e-6,-54.2
0,house,S001168,Sarbanes,MD,3,Democrat,108,0.16666666666666666,0.21200132,-30.5
115,house,S001168,Sarbanes,MD,3,D,95,0.18947368421052632,0.24090939,-30.5
116,house,S001168,Sarbanes,MD,3,D,13,0,0.00075002999999999995,-30.5
0,house,S001170,Shea-Porter,NH,1,Democrat,90,0.23333333333333334,0.71711245,1.6
115,house,S001170,Shea-Porter,NH,1,D,90,0.23333333333333334,0.71711245,1.6
0,house,S001172,Smith,NE,3,Republican,108,0.9444444444444444,0.95127234,54.9
115,house,S001172,Smith,NE,3,R,95,0.9473684210526315,0.94840459,54.9
116,house,S001172,Smith,NE,3,R,13,0.9230769230769231,0.97222901,54.9
0,house,S001175,Speier,CA,14,Democrat,99,0.18181818181818182,0.15524411,-58.7
115,house,S001175,Speier,CA,14,D,86,0.20930232558139536,0.17871072,-58.7
116,house,S001175,Speier,CA,14,D,13,0,3.44e-6,-58.7
0,house,S001176,Scalise,LA,1,Republican,88,0.9886363636363636,0.96124149,42
115,house,S001176,Scalise,LA,1,R,75,1,0.96216352,42
116,house,S001176,Scalise,LA,1,R,13,0.9230769230769231,0.95592207,42
0,house,S001180,Schrader,OR,5,Democrat,108,0.28703703703703703,0.54356038,-4.2
115,house,S001180,Schrader,OR,5,D,95,0.3263157894736842,0.60663956,-4.2
116,house,S001180,Schrader,OR,5,D,13,0,0.08259717,-4.2
0,house,S001183,Schweikert,AZ,6,Republican,109,0.8899082568807339,0.82109124,10
115,house,S001183,Schweikert,AZ,6,R,96,0.8958333333333334,0.85428917,10
116,house,S001183,Schweikert,AZ,6,R,13,0.8461538461538461,0.57593729,10
0,house,S001185,Sewell,AL,7,Democrat,106,0.25471698113207547,0.17332569,-41.2
115,house,S001185,Sewell,AL,7,D,93,0.2903225806451613,0.19754154,-41.2
116,house,S001185,Sewell,AL,7,D,13,0,8.918e-5,-41.2
0,house,S001187,Stivers,OH,15,Republican,104,0.9711538461538461,0.884862,15.4
115,house,S001187,Stivers,OH,15,R,91,0.989010989010989,0.9003995,15.4
116,house,S001187,Stivers,OH,15,R,13,0.8461538461538461,0.77609946,15.4
0,house,S001189,Scott,GA,8,Republican,109,0.981651376146789,0.94336144,28.9
115,house,S001189,Scott,GA,8,R,96,0.9895833333333334,0.94529712,28.9
116,house,S001189,Scott,GA,8,R,13,0.9230769230769231,0.92906722,28.9
0,house,S001190,Schneider,IL,10,Democrat,107,0.34579439252336447,0.21897911,-29.4
115,house,S001190,Schneider,IL,10,D,94,0.39361702127659576,0.24913421,-29.4
116,house,S001190,Schneider,IL,10,D,13,0,9.3455e-4,-29.4
115,house,S001191,Sinema,AZ,9,D,91,0.6263736263736264,0.36384563,-16.3
0,house,S001192,Stewart,UT,2,Republican,105,0.9428571428571428,0.87063871,14
115,house,S001192,Stewart,UT,2,R,92,0.9456521739130435,0.88999112,14
116,house,S001192,Stewart,UT,2,R,13,0.9230769230769231,0.73368319,14
0,house,S001193,Swalwell,CA,15,Democrat,106,0.20754716981132076,0.15959331,-45.7
115,house,S001193,Swalwell,CA,15,D,93,0.23655913978494625,0.18189683,-45.7
116,house,S001193,Swalwell,CA,15,D,13,0,3.741e-5,-45.7
0,house,S001195,Smith,MO,8,Republican,106,0.9245283018867925,0.95054786,54.4
115,house,S001195,Smith,MO,8,R,93,0.9139784946236559,0.94759591,54.4
116,house,S001195,Smith,MO,8,R,13,1,0.97166562,54.4
0,house,S001196,Stefanik,NY,21,Republican,109,0.7981651376146789,0.87184896,13.9
115,house,S001196,Stefanik,NY,21,R,96,0.8958333333333334,0.89100666,13.9
116,house,S001196,Stefanik,NY,21,R,13,0.07692307692307693,0.73037676,13.9
0,house,S001199,Smucker,PA,11,Republican,107,0.9532710280373832,0.82243625,25.8
115,house,S001199,Smucker,PA,16,R,96,0.9583333333333334,0.81333017,6.8
116,house,S001199,Smucker,PA,11,R,11,0.9090909090909091,0.90190746,25.8
0,house,S001200,Soto,FL,9,Democrat,109,0.2018348623853211,0.38070073,-12.9
115,house,S001200,Soto,FL,9,D,96,0.22916666666666666,0.4296077,-12.9
116,house,S001200,Soto,FL,9,D,13,0,0.01954155,-12.9
0,house,S001201,Suozzi,NY,3,Democrat,106,0.3018867924528302,0.49825493,-6.1
115,house,S001201,Suozzi,NY,3,D,93,0.34408602150537637,0.55953314,-6.1
116,house,S001201,Suozzi,NY,3,D,13,0,0.05988004,-6.1
0,house,S001205,Scanlon,PA,5,Democrat,16,0.125,0.14533848,-28.2
115,house,S001205,Scanlon,PA,7,D,3,0.6666666666666666,0.76999532,-2.3
116,house,S001205,Scanlon,PA,5,D,13,0,0.0011869,-28.2
0,house,S001206,Shalala,FL,27,Democrat,13,0,0.0061585,-19.6
116,house,S001206,Shalala,FL,27,D,13,0,0.0061585,-19.6
0,house,S001207,Sherrill,NJ,11,Democrat,13,0,0.19297548,0.9
116,house,S001207,Sherrill,NJ,11,D,13,0,0.19297548,0.9
0,house,S001208,Slotkin,MI,8,Democrat,13,0,0.42306779,6.7
116,house,S001208,Slotkin,MI,8,D,13,0,0.42306779,6.7
0,house,S001209,Spanberger,VA,7,Democrat,13,0,0.41382528,6.5
116,house,S001209,Spanberger,VA,7,D,13,0,0.41382528,6.5
0,house,S001210,Spano,FL,15,Republican,13,0.9230769230769231,0.57593729,10
116,house,S001210,Spano,FL,15,R,13,0.9230769230769231,0.57593729,10
0,house,S001211,Stanton,AZ,9,Democrat,13,0,0.01103431,-16.3
116,house,S001211,Stanton,AZ,9,D,13,0,0.01103431,-16.3
0,house,S001212,Stauber,MN,8,Republican,13,0.9230769230769231,0.78156825,15.6
116,house,S001212,Stauber,MN,8,R,13,0.9230769230769231,0.78156825,15.6
0,house,S001213,Steil,WI,1,Republican,13,0.9230769230769231,0.58928217,10.3
116,house,S001213,Steil,WI,1,R,13,0.9230769230769231,0.58928217,10.3
0,house,S001214,Steube,FL,17,Republican,13,1,0.92286717,27.2
116,house,S001214,Steube,FL,17,R,13,1,0.92286717,27.2
0,house,S001215,Stevens,MI,11,Democrat,13,0,0.32071246,4.4
116,house,S001215,Stevens,MI,11,D,13,0,0.32071246,4.4
0,house,S001216,Schrier,WA,8,Democrat,13,0,0.10130225,-3
116,house,S001216,Schrier,WA,8,D,13,0,0.10130225,-3
0,house,T000193,Thompson,MS,2,Democrat,103,0.1553398058252427,0.22539232,-28.5
115,house,T000193,Thompson,MS,2,D,91,0.17582417582417584,0.25495464,-28.5
116,house,T000193,Thompson,MS,2,D,12,0,0.00121136,-28.5
0,house,T000238,Thornberry,TX,13,Republican,109,0.9724770642201835,0.95092525,63
115,house,T000238,Thornberry,TX,13,R,96,0.9791666666666666,0.94690775,63
116,house,T000238,Thornberry,TX,13,R,13,0.9230769230769231,0.98059294,63
0,house,T000460,Thompson,CA,5,Democrat,106,0.19811320754716982,0.16170816,-44.9
115,house,T000460,Thompson,CA,5,D,93,0.22580645161290322,0.18430643,-44.9
116,house,T000460,Thompson,CA,5,D,13,0,4.359e-5,-44.9
0,house,T000462,Tiberi,OH,12,Republican,58,0.9827586206896551,0.86721055,11.3
115,house,T000462,Tiberi,OH,12,R,58,0.9827586206896551,0.86721055,11.3
0,house,T000463,Turner,OH,10,Republican,109,0.9541284403669725,0.77634887,7.3
115,house,T000463,Turner,OH,10,R,96,0.9583333333333334,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,13,0.9230769230769231,0.45099888,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.19318181818181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.19318181818181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,109,0.9908256880733946,0.94668461,43.3
115,house,T000467,Thompson,PA,5,R,96,0.9895833333333334,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,13,1,0.95776934,43.3
0,house,T000468,Titus,NV,1,Democrat,105,0.13333333333333333,0.2081031,-29
115,house,T000468,Titus,NV,1,D,92,0.15217391304347827,0.23736595,-29
116,house,T000468,Titus,NV,1,D,13,0,0.00101219,-29
0,house,T000469,Tonko,NY,20,Democrat,106,0.19811320754716982,0.37354556,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.22580645161290322,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,13,0,0.01769657,-13.5
0,house,T000470,Tipton,CO,3,Republican,107,0.9439252336448598,0.84886627,12
115,house,T000470,Tipton,CO,3,R,94,0.9574468085106383,0.87486637,12
116,house,T000470,Tipton,CO,3,R,13,0.8461538461538461,0.6608655,12
0,house,T000472,Takano,CA,41,Democrat,107,0.1588785046728972,0.22709032,-27.9
115,house,T000472,Takano,CA,41,D,94,0.18085106382978725,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,13,0,0.00125974,-27.9
0,house,T000474,Torres,CA,35,Democrat,107,0.2336448598130841,0.17893415,-40.8
115,house,T000474,Torres,CA,35,D,94,0.26595744680851063,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,13,0,9.643e-5,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.9888888888888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.9888888888888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494623655914,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494623655914,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,13,0.9230769230769231,0.74018607,14.2
116,house,T000479,Taylor,TX,3,R,13,0.9230769230769231,0.74018607,14.2
0,house,T000480,Timmons,SC,4,Republican,13,0.9230769230769231,0.91610121,25.7
116,house,T000480,Timmons,SC,4,R,13,0.9230769230769231,0.91610121,25.7
0,house,T000481,Tlaib,MI,13,Democrat,13,0,2.41e-6,-60.7
116,house,T000481,Tlaib,MI,13,D,13,0,2.41e-6,-60.7
0,house,T000482,Trahan,MA,3,Democrat,13,0,0.00339901,-22.8
116,house,T000482,Trahan,MA,3,D,13,0,0.00339901,-22.8
0,house,T000483,Trone,MD,6,Democrat,13,0,0.01354014,-15.1
116,house,T000483,Trone,MD,6,D,13,0,0.01354014,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,13,0,0.58485358,10.2
116,house,T000484,Torres Small,NM,2,D,13,0,0.58485358,10.2
0,house,U000031,Upton,MI,6,Republican,108,0.8888888888888888,0.79437068,8.4
115,house,U000031,Upton,MI,6,R,95,0.9473684210526315,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,13,0.46153846153846156,0.50248344,8.4
0,house,U000040,Underwood,IL,14,Democrat,13,0,0.30003653,3.9
116,house,U000040,Underwood,IL,14,D,13,0,0.30003653,3.9
0,house,V000081,Velázquez,NY,7,Democrat,105,0.09523809523809523,0.12990183,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.10638297872340426,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,11,0,1.7e-7,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,109,0.2018348623853211,0.38550285,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.22916666666666666,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,13,0,0.02053099,-12.6
0,house,V000129,Valadao,CA,21,Republican,94,0.9787234042553191,0.38805628,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.9787234042553191,0.38805628,-15.5
0,house,V000130,Vargas,CA,51,Democrat,107,0.14018691588785046,0.16120206,-49
115,house,V000130,Vargas,CA,51,D,94,0.1595744680851064,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,13,0,2.007e-5,-49
0,house,V000131,Veasey,TX,33,Democrat,106,0.19811320754716982,0.14366308,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.22580645161290322,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,13,0,1.934e-5,-49.2
0,house,V000132,Vela,TX,34,Democrat,104,0.21153846153846154,0.25296286,-21.5
115,house,V000132,Vela,TX,34,D,91,0.24175824175824176,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,13,0,0.00434119,-21.5
0,house,V000133,Van Drew,NJ,2,Democrat,13,0,0.32917251,4.6
116,house,V000133,Van Drew,NJ,2,D,13,0,0.32917251,4.6
0,house,W000187,Waters,CA,43,Democrat,108,0.10185185185185185,0.14144094,-61.7
115,house,W000187,Waters,CA,43,D,95,0.11578947368421053,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,13,0,2.02e-6,-61.7
0,house,W000791,Walden,OR,2,Republican,109,0.926605504587156,0.91891866,20.1
115,house,W000791,Walden,OR,2,R,96,0.9895833333333334,0.925617,20.1
116,house,W000791,Walden,OR,2,R,13,0.46153846153846156,0.86945404,20.1
0,house,W000795,Wilson,SC,2,Republican,109,0.9724770642201835,0.90496516,17.7
115,house,W000795,Wilson,SC,2,R,96,0.9791666666666666,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,13,0.9230769230769231,0.83044177,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,106,0.16037735849056603,0.22846825,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.1827956989247312,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,13,0,0.0017969,-26.1
0,house,W000798,Walberg,MI,7,Republican,109,0.981651376146789,0.89996871,17
115,house,W000798,Walberg,MI,7,R,96,0.9895833333333334,0.91136246,17
116,house,W000798,Walberg,MI,7,R,13,0.9230769230769231,0.81583028,17
0,house,W000799,Walz,MN,1,Democrat,73,0.2054794520547945,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.2054794520547945,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,108,0.16666666666666666,0.23378756,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.18947368421052632,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,13,0,0.00169135,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,107,0.9065420560747663,0.85354301,12.4
115,house,W000804,Wittman,VA,1,R,94,0.9042553191489362,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,13,0.9230769230769231,0.6765114,12.4
0,house,W000806,Webster,FL,11,Republican,103,0.9029126213592233,0.9494226,32.3
115,house,W000806,Webster,FL,11,R,90,0.9111111111111111,0.95099871,32.3
116,house,W000806,Webster,FL,11,R,13,0.8461538461538461,0.93851111,32.3
0,house,W000808,Wilson,FL,24,Democrat,89,0.14606741573033707,0.13920441,-67.5
115,house,W000808,Wilson,FL,24,D,82,0.15853658536585366,0.1510877,-67.5
116,house,W000808,Wilson,FL,24,D,7,0,6e-8,-67.5
0,house,W000809,Womack,AR,3,Republican,109,0.981651376146789,0.9462754,31.4
115,house,W000809,Womack,AR,3,R,96,0.9895833333333334,0.94762677,31.4
116,house,W000809,Womack,AR,3,R,13,0.9230769230769231,0.93629607,31.4
0,house,W000810,Woodall,GA,7,Republican,109,0.981651376146789,0.75813245,6.3
115,house,W000810,Woodall,GA,7,R,96,0.9791666666666666,0.80600284,6.3
116,house,W000810,Woodall,GA,7,R,13,1,0.40462801,6.3
0,house,W000812,Wagner,MO,2,Republican,107,0.9626168224299065,0.82708824,10.3
115,house,W000812,Wagner,MO,2,R,95,0.968421052631579,0.85732307,10.3
116,house,W000812,Wagner,MO,2,R,12,0.9166666666666666,0.5877292,10.3
0,house,W000813,Walorski,IN,2,Republican,109,0.9541284403669725,0.93117526,23.2
115,house,W000813,Walorski,IN,2,R,96,0.9583333333333334,0.93530616,23.2
116,house,W000813,Walorski,IN,2,R,13,0.9230769230769231,0.90067013,23.2
0,house,W000814,Weber,TX,14,Republican,106,0.9339622641509434,0.91530471,19.8
115,house,W000814,Weber,TX,14,R,93,0.9247311827956989,0.92227873,19.8
116,house,W000814,Weber,TX,14,R,13,1,0.86541365,19.8
0,house,W000815,Wenstrup,OH,2,Republican,109,0.9541284403669725,0.89284912,16.1
115,house,W000815,Wenstrup,OH,2,R,96,0.9583333333333334,0.90615324,16.1
116,house,W000815,Wenstrup,OH,2,R,13,0.9230769230769231,0.79460331,16.1
0,house,W000816,Williams,TX,25,Republican,108,0.9259259259259259,0.88162062,14.9
115,house,W000816,Williams,TX,25,R,95,0.9263157894736842,0.89801943,14.9
116,house,W000816,Williams,TX,25,R,13,0.9230769230769231,0.76178317,14.9
0,house,W000819,Walker,NC,6,Republican,103,0.9320388349514563,0.88395404,14.7
115,house,W000819,Walker,NC,6,R,91,0.9230769230769231,0.89388693,14.7
116,house,W000819,Walker,NC,6,R,12,1,0.80862964,14.7
0,house,W000820,Walters,CA,45,Republican,94,0.9893617021276596,0.57844199,-5.4
115,house,W000820,Walters,CA,45,R,94,0.9893617021276596,0.57844199,-5.4
0,house,W000821,Westerman,AR,4,Republican,109,0.9357798165137615,0.94758503,32.9
115,house,W000821,Westerman,AR,4,R,96,0.9375,0.94862569,32.9
116,house,W000821,Westerman,AR,4,R,13,0.9230769230769231,0.93990012,32.9
0,house,W000822,Watson Coleman,NJ,12,Democrat,108,0.07407407407407407,0.20071189,-33.2
115,house,W000822,Watson Coleman,NJ,12,D,95,0.08421052631578947,0.228118,-33.2
116,house,W000822,Watson Coleman,NJ,12,D,13,0,4.3648e-4,-33.2
0,house,W000823,Waltz,FL,6,Republican,13,0.9230769230769231,0.81583028,17
116,house,W000823,Waltz,FL,6,R,13,0.9230769230769231,0.81583028,17
0,house,W000824,Watkins,KS,2,Republican,13,0.9230769230769231,0.84349937,18.4
116,house,W000824,Watkins,KS,2,R,13,0.9230769230769231,0.84349937,18.4
0,house,W000825,Wexton,VA,10,Democrat,13,0,0.03141292,-10
116,house,W000825,Wexton,VA,10,D,13,0,0.03141292,-10
0,house,W000826,Wild,PA,7,Democrat,16,0.125,0.27632936,-1.1
115,house,W000826,Wild,PA,15,D,3,0.6666666666666666,0.86920674,7.6
116,house,W000826,Wild,PA,7,D,13,0,0.1395115,-1.1
0,house,W000827,Wright,TX,6,Republican,11,0.9090909090909091,0.6674849,12.3
116,house,W000827,Wright,TX,6,R,11,0.9090909090909091,0.6674849,12.3
0,house,Y000033,Young,AK,0,Republican,107,0.9345794392523364,0.8824761,14.73064079
115,house,Y000033,Young,AK,0,R,96,0.9270833333333334,0.89715152,14.73064079
116,house,Y000033,Young,AK,0,R,11,1,0.75439966,14.73064079
0,house,Y000062,Yarmuth,KY,3,Democrat,106,0.1792452830188679,0.34600161,-15
115,house,Y000062,Yarmuth,KY,3,D,93,0.20430107526881722,0.39244247,-15
116,house,Y000062,Yarmuth,KY,3,D,13,0,0.01377083,-15
0,house,Y000063,Yoder,KS,3,Republican,94,0.925531914893617,0.67076822,-1.2
115,house,Y000063,Yoder,KS,3,R,94,0.925531914893617,0.67076822,-1.2
0,house,Y000065,Yoho,FL,3,Republican,105,0.9238095238095239,0.89056636,16
115,house,Y000065,Yoho,FL,3,R,92,0.9130434782608695,0.90448453,16
116,house,Y000065,Yoho,FL,3,R,13,1,0.79206852,16
0,house,Y000066,Young,IA,3,Republican,96,0.9895833333333334,0.76046635,3.5
115,house,Y000066,Young,IA,3,R,96,0.9895833333333334,0.76046635,3.5
0,house,Z000017,Zeldin,NY,1,Republican,109,0.8715596330275229,0.85314106,12.3
115,house,Z000017,Zeldin,NY,1,R,96,0.8645833333333334,0.87758287,12.3
116,house,Z000017,Zeldin,NY,1,R,13,0.9230769230769231,0.67264772,12.3
0,house,Z000018,Zinke,MT,0,Republican,1,1,0.99438858,20.42273211
115,house,Z000018,Zinke,MT,0,R,1,1,0.99438858,20.42273211
0,senate,A000360,Alexander,TN,,Republican,85,0.9176470588235294,0.87085901,26.0057009
115,senate,A000360,Alexander,TN,,R,80,0.9375,0.87959201,26.0057009
116,senate,A000360,Alexander,TN,,R,5,0.6,0.73113104,26.0057009
0,senate,B000575,Blunt,MO,,Republican,90,0.9555555555555556,0.82105139,18.637117
115,senate,B000575,Blunt,MO,,R,84,0.9642857142857143,0.8299707,18.637117
116,senate,B000575,Blunt,MO,,R,6,0.8333333333333334,0.69618108,18.637117
0,senate,B000944,Brown,OH,,Democrat,89,0.29213483146067415,0.67713906,8.1295744
115,senate,B000944,Brown,OH,,D,83,0.30120481927710846,0.69004529,8.1295744
116,senate,B000944,Brown,OH,,D,6,0.16666666666666666,0.49860291,8.1295744
0,senate,B001135,Burr,NC,,Republican,84,0.9166666666666666,0.59398164,3.65522853
115,senate,B001135,Burr,NC,,R,81,0.9259259259259259,0.60337882,3.65522853
116,senate,B001135,Burr,NC,,R,3,0.6666666666666666,0.34025763,3.65522853
0,senate,B001230,Baldwin,WI,,Democrat,89,0.24719101123595505,0.54425231,0.7643432
115,senate,B001230,Baldwin,WI,,D,83,0.25301204819277107,0.55965646,0.7643432
116,senate,B001230,Baldwin,WI,,D,6,0.16666666666666666,0.33116154,0.7643432
0,senate,B001236,Boozman,AR,,Republican,90,0.9444444444444444,0.88015738,26.92097803
115,senate,B001236,Boozman,AR,,R,84,0.9642857142857143,0.88744937,26.92097803
116,senate,B001236,Boozman,AR,,R,6,0.6666666666666666,0.77806956,26.92097803
0,senate,B001243,Blackburn,TN,,Republican,93,0.9139784946236559,0.93442459,26.0057009
116,senate,B001243,Blackburn,TN,,R,6,0.8333333333333334,0.77180865,26.0057009
0,senate,B001261,Barrasso,WY,,Republican,90,0.9111111111111111,0.91764721,46.29527573
115,senate,B001261,Barrasso,WY,,R,84,0.9166666666666666,0.92394906,46.29527573
116,senate,B001261,Barrasso,WY,,R,6,0.8333333333333334,0.82942118,46.29527573
0,senate,B001267,Bennet,CO,,Democrat,90,0.28888888888888886,0.43636779,-4.90558301
115,senate,B001267,Bennet,CO,,D,84,0.30952380952380953,0.45142381,-4.90558301
116,senate,B001267,Bennet,CO,,D,6,0,0.22558351,-4.90558301
0,senate,B001277,Blumenthal,CT,,Democrat,89,0.21348314606741572,0.31519212,-13.63938672
115,senate,B001277,Blumenthal,CT,,D,83,0.2289156626506024,0.32799846,-13.63938672
116,senate,B001277,Blumenthal,CT,,D,6,0,0.13803777,-13.63938672
0,senate,B001288,Booker,NJ,,Democrat,90,0.15555555555555556,0.31120369,-14.1026978
115,senate,B001288,Booker,NJ,,D,84,0.15476190476190477,0.32373327,-14.1026978
116,senate,B001288,Booker,NJ,,D,6,0.16666666666666666,0.13578957,-14.1026978
0,senate,B001310,Braun,IN,,Republican,6,0.8333333333333334,0.70330491,19.16519376
116,senate,B001310,Braun,IN,,R,6,0.8333333333333334,0.70330491,19.16519376
0,senate,C000127,Cantwell,WA,,Democrat,89,0.25842696629213485,0.29544594,-15.4790881
115,senate,C000127,Cantwell,WA,,D,84,0.27380952380952384,0.31016827,-15.4790881
116,senate,C000127,Cantwell,WA,,D,5,0,0.0481107,-15.4790881
0,senate,C000141,Cardin,MD,,Democrat,90,0.2777777777777778,0.2291501,-26.41643951
115,senate,C000141,Cardin,MD,,D,84,0.2857142857142857,0.23655615,-26.41643951
116,senate,C000141,Cardin,MD,,D,6,0.16666666666666666,0.12546544,-26.41643951
0,senate,C000174,Carper,DE,,Democrat,90,0.34444444444444444,0.3404661,-11.43051247
115,senate,C000174,Carper,DE,,D,84,0.36904761904761907,0.35394828,-11.43051247
116,senate,C000174,Carper,DE,,D,6,0,0.15171562,-11.43051247
0,senate,C000567,Cochran,MS,,Republican,68,0.9705882352941176,0.82996148,17.82624982
115,senate,C000567,Cochran,MS,,R,68,0.9705882352941176,0.82996148,17.82624982
0,senate,C000880,Crapo,ID,,Republican,88,0.9204545454545454,0.89745065,31.76941855
115,senate,C000880,Crapo,ID,,R,83,0.927710843373494,0.90545073,31.76941855
116,senate,C000880,Crapo,ID,,R,5,0.8,0.76464941,31.76941855
0,senate,C001035,Collins,ME,,Republican,90,0.7444444444444445,0.4711805,-2.96044935
115,senate,C001035,Collins,ME,,R,84,0.7738095238095238,0.48641584,-2.96044935
116,senate,C001035,Collins,ME,,R,6,0.3333333333333333,0.2578858,-2.96044935
0,senate,C001047,Capito,WV,,Republican,89,0.9550561797752809,0.91509764,42.15364679
115,senate,C001047,Capito,WV,,R,83,0.963855421686747,0.92154115,42.15364679
116,senate,C001047,Capito,WV,,R,6,0.8333333333333334,0.82596252,42.15364679
0,senate,C001056,Cornyn,TX,,Republican,90,0.9555555555555556,0.69528842,8.9994276
115,senate,C001056,Cornyn,TX,,R,84,0.9642857142857143,0.70793753,8.9994276
